customer_id,country,customer_key
15658,United Kingdom,234
17314,United Kingdom,235
17155,United Kingdom,236
15965,United Kingdom,237
17322,United Kingdom,238
16159,United Kingdom,239
14051,United Kingdom,240
13993,United Kingdom,241
17411,United Kingdom,242
15768,United Kingdom,243
12835,United Kingdom,244
15179,United Kingdom,245
17069,United Kingdom,246
16918,United Kingdom,247
15466,United Kingdom,248
14159,United Kingdom,249
17940,United Kingdom,250
17581,United Kingdom,251
16168,United Kingdom,252
14606,United Kingdom,253
17287,United Kingdom,254
17913,United Kingdom,255
13416,United Kingdom,256
16779,United Kingdom,257
13895,United Kingdom,258
14057,United Kingdom,259
17017,United Kingdom,260
13208,United Kingdom,261
17465,United Kingdom,262
13468,United Kingdom,263
13485,United Kingdom,264
17271,United Kingdom,265
16139,United Kingdom,266
15953,United Kingdom,267
15856,United Kingdom,268
14967,United Kingdom,269
16497,United Kingdom,270
17764,United Kingdom,271
14905,United Kingdom,272
18229,United Kingdom,273
13001,United Kingdom,274
17293,United Kingdom,275
17853,United Kingdom,276
15550,United Kingdom,277
13531,United Kingdom,278
13786,United Kingdom,279
14952,United Kingdom,280
14031,United Kingdom,281
12937,United Kingdom,282
16612,United Kingdom,283
12949,United Kingdom,284
14958,United Kingdom,285
17329,United Kingdom,286
17576,United Kingdom,287
16736,United Kingdom,288
14644,United Kingdom,289
14898,United Kingdom,290
14662,United Kingdom,291
17414,United Kingdom,292
14755,United Kingdom,293
13037,United Kingdom,294
14710,United Kingdom,295
18168,United Kingdom,296
17679,United Kingdom,297
16570,United Kingdom,298
17851,United Kingdom,299
14277,France,300
14750,United Kingdom,301
16549,United Kingdom,302
16791,United Kingdom,303
16558,United Kingdom,304
15884,United Kingdom,305
17663,United Kingdom,306
17343,United Kingdom,307
17372,United Kingdom,308
16003,United Kingdom,309
17432,United Kingdom,310
14713,United Kingdom,311
16722,United Kingdom,312
12577,France,313
12872,United Kingdom,314
15755,United Kingdom,315
14258,United Kingdom,316
14286,United Kingdom,317
13154,United Kingdom,318
14564,Channel Islands,319
13408,United Kingdom,320
16961,United Kingdom,321
16645,United Kingdom,322
12714,France,323
12525,France,324
16335,United Kingdom,325
14221,United Kingdom,326
13093,United Kingdom,327
12759,Netherlands,328
13666,United Kingdom,329
17160,United Kingdom,330
13946,United Kingdom,331
14723,United Kingdom,332
14961,United Kingdom,333
14735,United Kingdom,334
18061,United Kingdom,335
15078,United Kingdom,336
17389,United Kingdom,337
16883,United Kingdom,338
13175,United Kingdom,339
17076,United Kingdom,340
13948,United Kingdom,341
18223,United Kingdom,342
16192,United Kingdom,343
16541,United Kingdom,344
15999,United Kingdom,345
15109,United Kingdom,346
14680,United Kingdom,347
18092,United Kingdom,348
16891,United Kingdom,349
13481,United Kingdom,350
13807,United Kingdom,351
12349,Italy,352
14979,United Kingdom,353
16656,United Kingdom,354
16746,United Kingdom,355
17157,United Kingdom,356
15309,United Kingdom,357
16325,United Kingdom,358
16723,United Kingdom,359
16699,United Kingdom,360
16710,United Kingdom,361
12510,Spain,362
13162,United Kingdom,363
15382,United Kingdom,364
13680,United Kingdom,365
12970,United Kingdom,366
17935,United Kingdom,367
17593,United Kingdom,368
15767,United Kingdom,369
17151,United Kingdom,370
16451,United Kingdom,371
17127,United Kingdom,372
13694,United Kingdom,373
14087,United Kingdom,374
13733,United Kingdom,375
18181,United Kingdom,376
13174,United Kingdom,377
13329,United Kingdom,378
17421,United Kingdom,379
16351,United Kingdom,380
15684,United Kingdom,381
17884,United Kingdom,382
15514,United Kingdom,383
18225,United Kingdom,384
13679,United Kingdom,385
12748,United Kingdom,386
13199,United Kingdom,387
13487,United Kingdom,388
17018,United Kingdom,389
18071,United Kingdom,390
16593,United Kingdom,391
14238,United Kingdom,392
15223,United Kingdom,393
13021,United Kingdom,394
17115,United Kingdom,395
17850,United Kingdom,396
14239,United Kingdom,397
13999,United Kingdom,398
13958,United Kingdom,399
13641,United Kingdom,400
15420,United Kingdom,401
12359,Cyprus,402
12820,United Kingdom,403
16410,United Kingdom,404
15240,United Kingdom,405
16158,United Kingdom,406
15484,United Kingdom,407
14709,United Kingdom,408
15057,United Kingdom,409
14867,United Kingdom,410
17642,United Kingdom,411
13813,Germany,412
13589,United Kingdom,413
12417,Belgium,414
17920,United Kingdom,415
12975,United Kingdom,416
16104,United Kingdom,417
17150,United Kingdom,418
15059,United Kingdom,419
16277,United Kingdom,420
17244,United Kingdom,421
15260,United Kingdom,422
12583,France,423
15555,United Kingdom,424
13736,United Kingdom,425
14133,United Kingdom,426
15571,United Kingdom,427
13448,United Kingdom,428
17085,United Kingdom,429
14468,United Kingdom,430
16395,United Kingdom,431
16485,United Kingdom,432
15878,United Kingdom,433
15860,United Kingdom,434
13373,United Kingdom,435
14608,United Kingdom,436
14896,United Kingdom,437
14717,United Kingdom,438
16964,United Kingdom,439
15983,United Kingdom,440
13782,United Kingdom,441
14454,United Kingdom,442
16718,United Kingdom,443
15751,United Kingdom,444
14546,United Kingdom,445
17848,United Kingdom,446
17561,United Kingdom,447
15547,United Kingdom,448
17969,United Kingdom,449
17406,United Kingdom,450
14479,United Kingdom,451
14548,United Kingdom,452
17916,United Kingdom,453
15822,United Kingdom,454
13211,United Kingdom,455
13319,United Kingdom,456
17610,United Kingdom,457
16773,United Kingdom,458
15479,United Kingdom,459
13890,United Kingdom,460
15641,United Kingdom,461
14123,United Kingdom,462
13019,United Kingdom,463
17858,United Kingdom,464
14940,United Kingdom,465
16686,United Kingdom,466
15691,United Kingdom,467
16436,United Kingdom,468
17530,United Kingdom,469
13491,United Kingdom,470
14003,United Kingdom,471
12839,United Kingdom,472
17557,United Kingdom,473
14738,United Kingdom,474
16124,United Kingdom,475
14113,United Kingdom,476
17739,United Kingdom,477
16556,United Kingdom,478
14695,United Kingdom,479
14828,United Kingdom,480
15115,United Kingdom,481
13693,United Kingdom,482
14955,United Kingdom,483
14037,United Kingdom,484
18077,United Kingdom,485
13905,United Kingdom,486
17508,Greece,487
16768,United Kingdom,488
13984,United Kingdom,489
13495,United Kingdom,490
13190,United Kingdom,491
14408,United Kingdom,492
15358,United Kingdom,493
17707,United Kingdom,494
17044,United Kingdom,495
14471,United Kingdom,496
17436,United Kingdom,497
13234,United Kingdom,498
16404,United Kingdom,499
14574,United Kingdom,500
15716,United Kingdom,501
16684,United Kingdom,502
14540,United Kingdom,503
14307,United Kingdom,504
18219,United Kingdom,505
12747,United Kingdom,506
18162,United Kingdom,507
17441,United Kingdom,508
17988,United Kingdom,509
12600,Germany,510
13206,United Kingdom,511
14512,United Kingdom,512
16353,United Kingdom,513
16018,United Kingdom,514
14670,United Kingdom,515
14590,United Kingdom,516
12677,France,517
12424,Australia,518
17457,United Kingdom,519
15421,United Kingdom,520
17990,United Kingdom,521
13148,United Kingdom,522
17364,United Kingdom,523
13042,United Kingdom,524
12443,Norway,525
15694,United Kingdom,526
16717,United Kingdom,527
17231,United Kingdom,528
16702,United Kingdom,529
13267,United Kingdom,530
12540,Spain,531
17270,United Kingdom,532
14209,United Kingdom,533
14763,United Kingdom,534
14013,United Kingdom,535
13393,United Kingdom,536
15369,United Kingdom,537
12358,Austria,538
18259,United Kingdom,539
17047,United Kingdom,540
14136,United Kingdom,541
16735,United Kingdom,542
14215,United Kingdom,543
15971,United Kingdom,544
14295,United Kingdom,545
13382,United Kingdom,546
13025,United Kingdom,547
16013,United Kingdom,548
18002,United Kingdom,549
17854,United Kingdom,550
15079,United Kingdom,551
16029,United Kingdom,552
18271,United Kingdom,553
14290,United Kingdom,554
17268,United Kingdom,555
17067,United Kingdom,556
16560,United Kingdom,557
14861,United Kingdom,558
17371,United Kingdom,559
13091,United Kingdom,560
18145,United Kingdom,561
16400,United Kingdom,562
15093,United Kingdom,563
13643,United Kingdom,564
17852,United Kingdom,565
17213,United Kingdom,566
15456,United Kingdom,567
13571,United Kingdom,568
16732,United Kingdom,569
16940,United Kingdom,570
15162,United Kingdom,571
18203,United Kingdom,572
14494,United Kingdom,573
17978,United Kingdom,574
15031,United Kingdom,575
14085,United Kingdom,576
17230,United Kingdom,577
13915,United Kingdom,578
13410,United Kingdom,579
14925,United Kingdom,580
14063,United Kingdom,581
12785,Portugal,582
13081,United Kingdom,583
14605,United Kingdom,584
14337,United Kingdom,585
16703,United Kingdom,586
14285,United Kingdom,587
16892,United Kingdom,588
16523,United Kingdom,589
16805,United Kingdom,590
13204,United Kingdom,591
15924,United Kingdom,592
15823,United Kingdom,593
13576,United Kingdom,594
17178,United Kingdom,595
13798,United Kingdom,596
18275,United Kingdom,597
15317,United Kingdom,598
13855,United Kingdom,599
15298,United Kingdom,600
15903,United Kingdom,601
16822,United Kingdom,602
14864,United Kingdom,603
12746,United Kingdom,604
15674,United Kingdom,605
13414,United Kingdom,606
13902,Denmark,607
14679,United Kingdom,608
18070,United Kingdom,609
18252,United Kingdom,610
15935,United Kingdom,611
16253,United Kingdom,612
13883,United Kingdom,613
13136,United Kingdom,614
17531,United Kingdom,615
16853,United Kingdom,616
17340,United Kingdom,617
13112,United Kingdom,618
13557,United Kingdom,619
16204,United Kingdom,620
15633,United Kingdom,621
15203,United Kingdom,622
17612,United Kingdom,623
14907,United Kingdom,624
13107,United Kingdom,625
15137,United Kingdom,626
14817,United Kingdom,627
15181,United Kingdom,628
13872,United Kingdom,629
14267,United Kingdom,630
17188,United Kingdom,631
13455,United Kingdom,632
12487,Sweden,633
12896,United Kingdom,634
13114,United Kingdom,635
14291,United Kingdom,636
12712,Germany,637
12472,Germany,638
14732,United Kingdom,639
13202,United Kingdom,640
16945,United Kingdom,641
13672,United Kingdom,642
17929,United Kingdom,643
16771,United Kingdom,644
16782,United Kingdom,645
18051,United Kingdom,646
16912,United Kingdom,647
12924,United Kingdom,648
15403,United Kingdom,649
14173,United Kingdom,650
14211,United Kingdom,651
14593,United Kingdom,652
16802,United Kingdom,653
15302,United Kingdom,654
16709,United Kingdom,655
17954,United Kingdom,656
13727,United Kingdom,657
15911,United Kingdom,658
14990,United Kingdom,659
16705,United Kingdom,660
13141,United Kingdom,661
12709,Germany,662
14171,United Kingdom,663
13983,United Kingdom,664
17296,United Kingdom,665
17631,United Kingdom,666
17449,United Kingdom,667
17184,United Kingdom,668
14107,United Kingdom,669
12917,United Kingdom,670
16755,United Kingdom,671
13825,United Kingdom,672
13770,United Kingdom,673
14505,United Kingdom,674
15441,United Kingdom,675
16933,United Kingdom,676
13426,United Kingdom,677
17043,United Kingdom,678
13498,United Kingdom,679
16186,United Kingdom,680
18065,United Kingdom,681
17880,United Kingdom,682
13848,United Kingdom,683
15077,United Kingdom,684
13728,United Kingdom,685
15209,United Kingdom,686
15841,United Kingdom,687
14134,United Kingdom,688
15465,United Kingdom,689
17603,United Kingdom,690
16143,United Kingdom,691
14942,United Kingdom,692
17861,United Kingdom,693
14293,United Kingdom,694
12978,United Kingdom,695
15039,United Kingdom,696
16843,United Kingdom,697
15858,United Kingdom,698
17388,United Kingdom,699
15085,United Kingdom,700
15642,United Kingdom,701
14099,United Kingdom,702
15854,United Kingdom,703
17027,United Kingdom,704
15889,United Kingdom,705
16748,United Kingdom,706
16057,United Kingdom,707
16459,United Kingdom,708
13173,United Kingdom,709
15805,United Kingdom,710
15912,United Kingdom,711
16596,United Kingdom,712
16663,United Kingdom,713
12989,United Kingdom,714
16985,United Kingdom,715
14648,United Kingdom,716
15573,United Kingdom,717
15367,United Kingdom,718
14062,United Kingdom,719
14043,United Kingdom,720
15157,United Kingdom,721
15623,United Kingdom,722
13831,United Kingdom,723
14626,United Kingdom,724
15916,United Kingdom,725
15032,United Kingdom,726
16670,United Kingdom,727
15882,United Kingdom,728
17032,United Kingdom,729
12979,United Arab Emirates,730
15738,United Kingdom,731
17239,United Kingdom,732
17675,United Kingdom,733
16901,United Kingdom,734
12933,United Kingdom,735
14507,United Kingdom,736
17696,United Kingdom,737
18276,United Kingdom,738
14081,United Kingdom,739
17351,United Kingdom,740
16450,United Kingdom,741
17627,United Kingdom,742
14389,United Kingdom,743
14194,United Kingdom,744
16798,United Kingdom,745
17512,United Kingdom,746
13542,United Kingdom,747
16905,United Kingdom,748
15494,United Kingdom,749
14702,United Kingdom,750
17165,United Kingdom,751
16293,United Kingdom,752
15769,United Kingdom,753
18172,United Kingdom,754
18268,United Kingdom,755
14519,United Kingdom,756
14191,United Kingdom,757
13077,United Kingdom,758
17344,United Kingdom,759
14643,United Kingdom,760
14319,United Kingdom,761
12957,United Kingdom,762
14577,United Kingdom,763
17409,United Kingdom,764
16470,United Kingdom,765
16191,United Kingdom,766
16580,United Kingdom,767
16365,United Kingdom,768
13418,United Kingdom,769
12854,United Kingdom,770
15197,United Kingdom,771
13953,United Kingdom,772
16917,United Kingdom,773
17681,United Kingdom,774
17677,United Kingdom,775
13874,United Kingdom,776
17645,United Kingdom,777
16094,United Kingdom,778
16220,United Kingdom,779
17083,United Kingdom,780
14298,United Kingdom,781
16952,United Kingdom,782
18094,United Kingdom,783
14627,United Kingdom,784
14625,United Kingdom,785
13415,United Kingdom,786
13668,United Kingdom,787
16512,United Kingdom,788
14790,United Kingdom,789
17487,United Kingdom,790
17958,United Kingdom,791
17754,United Kingdom,792
15898,United Kingdom,793
14130,United Kingdom,794
17860,United Kingdom,795
12664,Finland,796
14685,United Kingdom,797
16719,United Kingdom,798
16442,United Kingdom,799
13317,United Kingdom,800
15196,United Kingdom,801
15956,United Kingdom,802
15169,United Kingdom,803
15503,United Kingdom,804
13026,United Kingdom,805
15144,United Kingdom,806
12843,United Kingdom,807
14161,United Kingdom,808
17172,United Kingdom,809
16830,United Kingdom,810
16127,United Kingdom,811
17539,United Kingdom,812
15944,United Kingdom,813
17211,United Kingdom,814
14514,United Kingdom,815
17066,United Kingdom,816
15850,United Kingdom,817
17290,United Kingdom,818
13735,United Kingdom,819
12681,France,820
17802,United Kingdom,821
15628,United Kingdom,822
15446,United Kingdom,823
14525,United Kingdom,824
14751,United Kingdom,825
12683,France,826
13087,United Kingdom,827
15562,United Kingdom,828
17819,United Kingdom,829
16409,United Kingdom,830
14466,United Kingdom,831
16725,United Kingdom,832
17799,United Kingdom,833
17910,United Kingdom,834
16551,United Kingdom,835
15577,United Kingdom,836
12346,United Kingdom,837
12439,Cyprus,838
13462,United Kingdom,839
13013,United Kingdom,840
14977,United Kingdom,841
17886,United Kingdom,842
16769,United Kingdom,843
17075,United Kingdom,844
16190,United Kingdom,845
14032,United Kingdom,846
17825,United Kingdom,847
15329,United Kingdom,848
17908,United Kingdom,849
15534,United Kingdom,850
16327,United Kingdom,851
15920,United Kingdom,852
12613,Germany,853
17318,United Kingdom,854
17965,United Kingdom,855
14401,United Kingdom,856
15188,United Kingdom,857
14372,United Kingdom,858
15015,United Kingdom,859
16206,United Kingdom,860
13510,United Kingdom,861
16019,United Kingdom,862
12926,United Kingdom,863
17623,United Kingdom,864
14796,United Kingdom,865
14042,United Kingdom,866
15867,United Kingdom,867
16125,United Kingdom,868
13591,United Kingdom,869
16280,United Kingdom,870
12920,United Kingdom,871
17866,United Kingdom,872
13577,United Kingdom,873
16064,United Kingdom,874
17416,United Kingdom,875
15640,United Kingdom,876
12992,United Kingdom,877
15672,United Kingdom,878
13000,United Kingdom,879
17012,United Kingdom,880
16098,United Kingdom,881
16554,United Kingdom,882
13004,United Kingdom,883
15838,United Kingdom,884
17572,United Kingdom,885
17251,United Kingdom,886
16858,United Kingdom,887
17082,United Kingdom,888
14607,United Kingdom,889
17262,United Kingdom,890
18220,United Kingdom,891
17625,United Kingdom,892
17233,United Kingdom,893
17095,United Kingdom,894
16713,United Kingdom,895
12941,United Kingdom,896
17596,United Kingdom,897
15812,United Kingdom,898
14966,United Kingdom,899
15070,United Kingdom,900
18260,United Kingdom,901
16749,United Kingdom,902
13405,United Kingdom,903
17797,United Kingdom,904
13823,United Kingdom,905
15566,United Kingdom,906
13050,United Kingdom,907
13756,United Kingdom,908
17816,United Kingdom,909
16308,United Kingdom,910
15785,United Kingdom,911
14897,United Kingdom,912
15527,United Kingdom,913
17368,United Kingdom,914
15637,United Kingdom,915
15393,United Kingdom,916
18177,United Kingdom,917
13473,United Kingdom,918
16605,United Kingdom,919
12956,United Kingdom,920
12971,United Kingdom,921
15394,United Kingdom,922
14460,United Kingdom,923
14769,United Kingdom,924
15312,United Kingdom,925
17646,United Kingdom,926
13952,United Kingdom,927
15713,United Kingdom,928
16366,United Kingdom,929
18286,United Kingdom,930
13047,United Kingdom,931
14869,United Kingdom,932
16197,United Kingdom,933
13074,United Kingdom,934
13289,United Kingdom,935
16119,United Kingdom,936
13769,United Kingdom,937
15184,United Kingdom,938
15499,United Kingdom,939
12586,Italy,940
18012,United Kingdom,941
13403,United Kingdom,942
17833,United Kingdom,943
15222,United Kingdom,944
13178,United Kingdom,945
14415,United Kingdom,946
16195,United Kingdom,947
17776,United Kingdom,948
16569,United Kingdom,949
17469,United Kingdom,950
14055,United Kingdom,951
17873,United Kingdom,952
15044,United Kingdom,953
14329,United Kingdom,954
16694,United Kingdom,955
15055,United Kingdom,956
18144,United Kingdom,957
13008,United Kingdom,958
13941,United Kingdom,959
14092,United Kingdom,960
12867,United Kingdom,961
16742,United Kingdom,962
15498,United Kingdom,963
17402,United Kingdom,964
18201,United Kingdom,965
13225,United Kingdom,966
17662,United Kingdom,967
15863,United Kingdom,968
18186,United Kingdom,969
13875,United Kingdom,970
12557,Spain,971
13266,United Kingdom,972
14484,United Kingdom,973
18097,United Kingdom,974
13520,Switzerland,975
15862,United Kingdom,976
14422,United Kingdom,977
18006,United Kingdom,978
14095,United Kingdom,979
16908,United Kingdom,980
13427,United Kingdom,981
17103,United Kingdom,982
13203,United Kingdom,983
16439,United Kingdom,984
15270,United Kingdom,985
16661,United Kingdom,986
17400,United Kingdom,987
12997,United Kingdom,988
17526,United Kingdom,989
13039,United Kingdom,990
15428,United Kingdom,991
13834,United Kingdom,992
15782,United Kingdom,993
16720,United Kingdom,994
14112,United Kingdom,995
15321,United Kingdom,996
16148,United Kingdom,997
15879,United Kingdom,998
17638,United Kingdom,999
12708,Germany,1000
12826,United Kingdom,1001
16772,United Kingdom,1002
17927,United Kingdom,1003
14083,United Kingdom,1004
14555,United Kingdom,1005
16296,United Kingdom,1006
18036,United Kingdom,1007
13921,United Kingdom,1008
12455,Cyprus,1009
13995,United Kingdom,1010
12422,Australia,1011
16600,United Kingdom,1012
17028,United Kingdom,1013
16222,United Kingdom,1014
15497,United Kingdom,1015
14949,United Kingdom,1016
17324,United Kingdom,1017
15409,United Kingdom,1018
13327,United Kingdom,1019
13781,United Kingdom,1020
16592,United Kingdom,1021
14105,United Kingdom,1022
13847,United Kingdom,1023
15518,United Kingdom,1024
17624,United Kingdom,1025
13871,United Kingdom,1026
12609,Germany,1027
14404,United Kingdom,1028
13111,United Kingdom,1029
16282,United Kingdom,1030
14119,United Kingdom,1031
17182,United Kingdom,1032
14819,United Kingdom,1033
14480,United Kingdom,1034
17888,United Kingdom,1035
15810,United Kingdom,1036
17632,United Kingdom,1037
18251,United Kingdom,1038
12440,Austria,1039
18190,United Kingdom,1040
13082,United Kingdom,1041
15064,United Kingdom,1042
14477,United Kingdom,1043
14151,United Kingdom,1044
12539,Spain,1045
13287,United Kingdom,1046
13821,United Kingdom,1047
16792,United Kingdom,1048
17807,United Kingdom,1049
14839,United Kingdom,1050
17950,United Kingdom,1051
16875,United Kingdom,1052
13901,United Kingdom,1053
14198,United Kingdom,1054
15521,United Kingdom,1055
18171,United Kingdom,1056
16017,United Kingdom,1057
13253,United Kingdom,1058
13338,United Kingdom,1059
14969,United Kingdom,1060
15865,United Kingdom,1061
13610,United Kingdom,1062
13965,United Kingdom,1063
14954,United Kingdom,1064
14210,United Kingdom,1065
17362,United Kingdom,1066
18008,United Kingdom,1067
17753,United Kingdom,1068
17941,United Kingdom,1069
17404,Sweden,1070
14541,United Kingdom,1071
15266,United Kingdom,1072
16641,United Kingdom,1073
16862,United Kingdom,1074
16888,United Kingdom,1075
15622,United Kingdom,1076
13594,United Kingdom,1077
15874,United Kingdom,1078
15100,United Kingdom,1079
15324,United Kingdom,1080
14465,United Kingdom,1081
15152,United Kingdom,1082
12678,France,1083
13749,United Kingdom,1084
12648,Germany,1085
15586,United Kingdom,1086
14045,United Kingdom,1087
13360,United Kingdom,1088
15827,United Kingdom,1089
13854,United Kingdom,1090
16103,United Kingdom,1091
15607,United Kingdom,1092
16027,United Kingdom,1093
14327,United Kingdom,1094
18170,United Kingdom,1095
14016,Eire,1096
13044,United Kingdom,1097
14573,United Kingdom,1098
13259,United Kingdom,1099
16109,United Kingdom,1100
16787,United Kingdom,1101
14849,United Kingdom,1102
14532,United Kingdom,1103
17323,United Kingdom,1104
14160,United Kingdom,1105
13762,United Kingdom,1106
18231,United Kingdom,1107
12951,United Kingdom,1108
14091,United Kingdom,1109
13634,United Kingdom,1110
17222,United Kingdom,1111
18242,United Kingdom,1112
17147,United Kingdom,1113
12959,United Kingdom,1114
17113,United Kingdom,1115
13709,United Kingdom,1116
17139,United Kingdom,1117
18115,United Kingdom,1118
17529,United Kingdom,1119
12549,Usa,1120
12875,United Kingdom,1121
17740,United Kingdom,1122
15549,United Kingdom,1123
14984,United Kingdom,1124
12406,Denmark,1125
17023,United Kingdom,1126
13433,United Kingdom,1127
15186,United Kingdom,1128
12939,United Kingdom,1129
16841,United Kingdom,1130
17945,United Kingdom,1131
15002,United Kingdom,1132
12623,Germany,1133
13622,United Kingdom,1134
14225,United Kingdom,1135
14241,United Kingdom,1136
17352,United Kingdom,1137
12649,Germany,1138
13696,United Kingdom,1139
14137,United Kingdom,1140
14154,United Kingdom,1141
14826,United Kingdom,1142
16585,United Kingdom,1143
15513,United Kingdom,1144
12647,Germany,1145
17962,United Kingdom,1146
17757,United Kingdom,1147
14146,United Kingdom,1148
13929,United Kingdom,1149
16304,United Kingdom,1150
13152,United Kingdom,1151
18041,United Kingdom,1152
13787,United Kingdom,1153
16414,United Kingdom,1154
14256,United Kingdom,1155
16660,United Kingdom,1156
14423,United Kingdom,1157
18134,United Kingdom,1158
12644,Germany,1159
17496,United Kingdom,1160
15605,United Kingdom,1161
13233,United Kingdom,1162
15046,United Kingdom,1163
13562,United Kingdom,1164
12431,Belgium,1165
15359,United Kingdom,1166
18106,United Kingdom,1167
12789,Netherlands,1168
