invoicedate,year,month,day,hour,weekday,date_key
2009-12-02 15:44:00,2009,12,2,15,Wed,218
2009-12-02 15:51:00,2009,12,2,15,Wed,219
2009-12-02 16:02:00,2009,12,2,16,Wed,220
2009-12-02 16:18:00,2009,12,2,16,Wed,221
2009-12-02 16:24:00,2009,12,2,16,Wed,222
2009-12-02 16:49:00,2009,12,2,16,Wed,223
2009-12-02 16:52:00,2009,12,2,16,Wed,224
2009-12-02 16:53:00,2009,12,2,16,Wed,225
2009-12-02 16:59:00,2009,12,2,16,Wed,226
2009-12-02 17:06:00,2009,12,2,17,Wed,227
2009-12-02 17:18:00,2009,12,2,17,Wed,228
2009-12-03 07:25:00,2009,12,3,7,Thu,229
2009-12-03 07:57:00,2009,12,3,7,Thu,230
2009-12-03 09:10:00,2009,12,3,9,Thu,231
2009-12-03 09:44:00,2009,12,3,9,Thu,232
2009-12-03 09:52:00,2009,12,3,9,Thu,233
2009-12-03 10:02:00,2009,12,3,10,Thu,234
2009-12-03 10:03:00,2009,12,3,10,Thu,235
2009-12-03 10:16:00,2009,12,3,10,Thu,236
2009-12-03 10:17:00,2009,12,3,10,Thu,237
2009-12-03 10:20:00,2009,12,3,10,Thu,238
2009-12-03 10:23:00,2009,12,3,10,Thu,239
2009-12-03 10:26:00,2009,12,3,10,Thu,240
2009-12-03 10:28:00,2009,12,3,10,Thu,241
2009-12-03 10:37:00,2009,12,3,10,Thu,242
2009-12-03 10:49:00,2009,12,3,10,Thu,243
2009-12-03 10:51:00,2009,12,3,10,Thu,244
2009-12-03 10:57:00,2009,12,3,10,Thu,245
2009-12-03 10:58:00,2009,12,3,10,Thu,246
2009-12-03 11:03:00,2009,12,3,11,Thu,247
2009-12-03 11:09:00,2009,12,3,11,Thu,248
2009-12-03 11:10:00,2009,12,3,11,Thu,249
2009-12-03 11:19:00,2009,12,3,11,Thu,250
2009-12-03 11:25:00,2009,12,3,11,Thu,251
2009-12-03 11:34:00,2009,12,3,11,Thu,252
2009-12-03 11:45:00,2009,12,3,11,Thu,253
2009-12-03 11:46:00,2009,12,3,11,Thu,254
2009-12-03 11:51:00,2009,12,3,11,Thu,255
2009-12-03 11:53:00,2009,12,3,11,Thu,256
2009-12-03 11:57:00,2009,12,3,11,Thu,257
2009-12-03 12:02:00,2009,12,3,12,Thu,258
2009-12-03 12:10:00,2009,12,3,12,Thu,259
2009-12-03 12:13:00,2009,12,3,12,Thu,260
2009-12-03 12:15:00,2009,12,3,12,Thu,261
2009-12-03 12:27:00,2009,12,3,12,Thu,262
2009-12-03 12:28:00,2009,12,3,12,Thu,263
2009-12-03 12:31:00,2009,12,3,12,Thu,264
2009-12-03 12:34:00,2009,12,3,12,Thu,265
2009-12-03 12:36:00,2009,12,3,12,Thu,266
2009-12-03 12:37:00,2009,12,3,12,Thu,267
2009-12-03 12:38:00,2009,12,3,12,Thu,268
2009-12-03 12:40:00,2009,12,3,12,Thu,269
2009-12-03 12:45:00,2009,12,3,12,Thu,270
2009-12-03 12:50:00,2009,12,3,12,Thu,271
2009-12-03 13:02:00,2009,12,3,13,Thu,272
2009-12-03 13:03:00,2009,12,3,13,Thu,273
2009-12-03 13:04:00,2009,12,3,13,Thu,274
2009-12-03 13:05:00,2009,12,3,13,Thu,275
2009-12-03 13:06:00,2009,12,3,13,Thu,276
2009-12-03 13:09:00,2009,12,3,13,Thu,277
2009-12-03 13:17:00,2009,12,3,13,Thu,278
2009-12-03 13:22:00,2009,12,3,13,Thu,279
2009-12-03 13:25:00,2009,12,3,13,Thu,280
2009-12-03 13:26:00,2009,12,3,13,Thu,281
2009-12-03 13:30:00,2009,12,3,13,Thu,282
2009-12-03 13:32:00,2009,12,3,13,Thu,283
2009-12-03 13:42:00,2009,12,3,13,Thu,284
2009-12-03 13:46:00,2009,12,3,13,Thu,285
2009-12-03 13:49:00,2009,12,3,13,Thu,286
2009-12-03 13:51:00,2009,12,3,13,Thu,287
2009-12-03 13:58:00,2009,12,3,13,Thu,288
2009-12-03 14:00:00,2009,12,3,14,Thu,289
2009-12-03 14:02:00,2009,12,3,14,Thu,290
2009-12-03 14:06:00,2009,12,3,14,Thu,291
2009-12-03 14:07:00,2009,12,3,14,Thu,292
2009-12-03 14:11:00,2009,12,3,14,Thu,293
2009-12-03 14:28:00,2009,12,3,14,Thu,294
2009-12-03 14:36:00,2009,12,3,14,Thu,295
2009-12-03 14:42:00,2009,12,3,14,Thu,296
2009-12-03 14:43:00,2009,12,3,14,Thu,297
2009-12-03 15:09:00,2009,12,3,15,Thu,298
2009-12-03 15:15:00,2009,12,3,15,Thu,299
2009-12-03 15:20:00,2009,12,3,15,Thu,300
2009-12-03 15:32:00,2009,12,3,15,Thu,301
2009-12-03 15:34:00,2009,12,3,15,Thu,302
2009-12-03 15:35:00,2009,12,3,15,Thu,303
2009-12-03 15:43:00,2009,12,3,15,Thu,304
2009-12-03 15:48:00,2009,12,3,15,Thu,305
2009-12-03 15:49:00,2009,12,3,15,Thu,306
2009-12-03 15:50:00,2009,12,3,15,Thu,307
2009-12-03 15:52:00,2009,12,3,15,Thu,308
2009-12-03 15:53:00,2009,12,3,15,Thu,309
2009-12-03 15:54:00,2009,12,3,15,Thu,310
2009-12-03 15:56:00,2009,12,3,15,Thu,311
2009-12-03 16:02:00,2009,12,3,16,Thu,312
2009-12-03 16:06:00,2009,12,3,16,Thu,313
2009-12-03 16:09:00,2009,12,3,16,Thu,314
2009-12-03 16:11:00,2009,12,3,16,Thu,315
2009-12-03 16:12:00,2009,12,3,16,Thu,316
2009-12-03 16:21:00,2009,12,3,16,Thu,317
2009-12-03 16:24:00,2009,12,3,16,Thu,318
2009-12-03 16:40:00,2009,12,3,16,Thu,319
2009-12-03 16:47:00,2009,12,3,16,Thu,320
2009-12-03 16:49:00,2009,12,3,16,Thu,321
2009-12-03 16:51:00,2009,12,3,16,Thu,322
2009-12-03 16:52:00,2009,12,3,16,Thu,323
2009-12-03 16:54:00,2009,12,3,16,Thu,324
2009-12-03 17:04:00,2009,12,3,17,Thu,325
2009-12-03 17:12:00,2009,12,3,17,Thu,326
2009-12-03 17:29:00,2009,12,3,17,Thu,327
2009-12-03 17:32:00,2009,12,3,17,Thu,328
2009-12-03 17:33:00,2009,12,3,17,Thu,329
2009-12-03 17:38:00,2009,12,3,17,Thu,330
2009-12-03 17:46:00,2009,12,3,17,Thu,331
2009-12-03 17:48:00,2009,12,3,17,Thu,332
2009-12-03 17:52:00,2009,12,3,17,Thu,333
2009-12-03 17:57:00,2009,12,3,17,Thu,334
2009-12-03 17:59:00,2009,12,3,17,Thu,335
2009-12-03 18:08:00,2009,12,3,18,Thu,336
2009-12-03 18:11:00,2009,12,3,18,Thu,337
2009-12-03 18:12:00,2009,12,3,18,Thu,338
2009-12-03 18:13:00,2009,12,3,18,Thu,339
2009-12-03 18:23:00,2009,12,3,18,Thu,340
2009-12-03 18:26:00,2009,12,3,18,Thu,341
2009-12-03 18:29:00,2009,12,3,18,Thu,342
2009-12-03 18:30:00,2009,12,3,18,Thu,343
2009-12-03 18:36:00,2009,12,3,18,Thu,344
2009-12-03 18:41:00,2009,12,3,18,Thu,345
2009-12-03 18:51:00,2009,12,3,18,Thu,346
2009-12-03 19:13:00,2009,12,3,19,Thu,347
2009-12-03 19:22:00,2009,12,3,19,Thu,348
2009-12-03 19:23:00,2009,12,3,19,Thu,349
2009-12-03 19:31:00,2009,12,3,19,Thu,350
2009-12-03 20:03:00,2009,12,3,20,Thu,351
2009-12-04 08:24:00,2009,12,4,8,Fri,352
2009-12-04 08:36:00,2009,12,4,8,Fri,353
2009-12-04 08:40:00,2009,12,4,8,Fri,354
2009-12-04 08:46:00,2009,12,4,8,Fri,355
2009-12-04 09:27:00,2009,12,4,9,Fri,356
2009-12-04 09:31:00,2009,12,4,9,Fri,357
2009-12-04 09:37:00,2009,12,4,9,Fri,358
2009-12-04 09:49:00,2009,12,4,9,Fri,359
2009-12-04 10:00:00,2009,12,4,10,Fri,360
2009-12-04 10:10:00,2009,12,4,10,Fri,361
2009-12-04 10:18:00,2009,12,4,10,Fri,362
2009-12-04 10:28:00,2009,12,4,10,Fri,363
2009-12-04 10:32:00,2009,12,4,10,Fri,364
2009-12-04 10:39:00,2009,12,4,10,Fri,365
2009-12-04 10:47:00,2009,12,4,10,Fri,366
2009-12-04 10:48:00,2009,12,4,10,Fri,367
2009-12-04 10:52:00,2009,12,4,10,Fri,368
2009-12-04 10:57:00,2009,12,4,10,Fri,369
2009-12-04 11:07:00,2009,12,4,11,Fri,370
2009-12-04 11:22:00,2009,12,4,11,Fri,371
2009-12-04 11:32:00,2009,12,4,11,Fri,372
2009-12-04 11:36:00,2009,12,4,11,Fri,373
2009-12-04 11:54:00,2009,12,4,11,Fri,374
2009-12-04 12:03:00,2009,12,4,12,Fri,375
2009-12-04 12:06:00,2009,12,4,12,Fri,376
2009-12-04 12:07:00,2009,12,4,12,Fri,377
2009-12-04 12:11:00,2009,12,4,12,Fri,378
2009-12-04 12:12:00,2009,12,4,12,Fri,379
2009-12-04 12:14:00,2009,12,4,12,Fri,380
2009-12-04 12:20:00,2009,12,4,12,Fri,381
2009-12-04 12:28:00,2009,12,4,12,Fri,382
2009-12-04 12:29:00,2009,12,4,12,Fri,383
2009-12-04 12:31:00,2009,12,4,12,Fri,384
2009-12-04 12:33:00,2009,12,4,12,Fri,385
2009-12-04 12:36:00,2009,12,4,12,Fri,386
2009-12-04 12:37:00,2009,12,4,12,Fri,387
2009-12-04 12:41:00,2009,12,4,12,Fri,388
2009-12-04 12:49:00,2009,12,4,12,Fri,389
2009-12-04 12:54:00,2009,12,4,12,Fri,390
2009-12-04 12:59:00,2009,12,4,12,Fri,391
2009-12-04 13:00:00,2009,12,4,13,Fri,392
2009-12-04 13:01:00,2009,12,4,13,Fri,393
2009-12-04 13:21:00,2009,12,4,13,Fri,394
2009-12-04 13:22:00,2009,12,4,13,Fri,395
2009-12-04 13:23:00,2009,12,4,13,Fri,396
2009-12-04 13:31:00,2009,12,4,13,Fri,397
2009-12-04 13:41:00,2009,12,4,13,Fri,398
2009-12-04 13:47:00,2009,12,4,13,Fri,399
2009-12-04 13:51:00,2009,12,4,13,Fri,400
2009-12-04 13:59:00,2009,12,4,13,Fri,401
2009-12-04 14:13:00,2009,12,4,14,Fri,402
2009-12-04 14:14:00,2009,12,4,14,Fri,403
2009-12-04 14:19:00,2009,12,4,14,Fri,404
2009-12-04 14:24:00,2009,12,4,14,Fri,405
2009-12-04 14:29:00,2009,12,4,14,Fri,406
2009-12-04 14:33:00,2009,12,4,14,Fri,407
2009-12-04 14:35:00,2009,12,4,14,Fri,408
2009-12-04 14:37:00,2009,12,4,14,Fri,409
2009-12-04 14:40:00,2009,12,4,14,Fri,410
2009-12-04 14:52:00,2009,12,4,14,Fri,411
2009-12-04 14:56:00,2009,12,4,14,Fri,412
2009-12-04 15:11:00,2009,12,4,15,Fri,413
2009-12-04 15:16:00,2009,12,4,15,Fri,414
2009-12-04 15:18:00,2009,12,4,15,Fri,415
2009-12-04 15:26:00,2009,12,4,15,Fri,416
2009-12-04 15:27:00,2009,12,4,15,Fri,417
2009-12-04 15:28:00,2009,12,4,15,Fri,418
2009-12-04 15:29:00,2009,12,4,15,Fri,419
2009-12-04 15:30:00,2009,12,4,15,Fri,420
2009-12-04 15:40:00,2009,12,4,15,Fri,421
2009-12-04 15:41:00,2009,12,4,15,Fri,422
2009-12-04 15:43:00,2009,12,4,15,Fri,423
2009-12-04 15:48:00,2009,12,4,15,Fri,424
2009-12-04 16:12:00,2009,12,4,16,Fri,425
2009-12-04 16:13:00,2009,12,4,16,Fri,426
2009-12-04 16:22:00,2009,12,4,16,Fri,427
2009-12-04 16:23:00,2009,12,4,16,Fri,428
2009-12-04 16:24:00,2009,12,4,16,Fri,429
2009-12-04 16:37:00,2009,12,4,16,Fri,430
2009-12-04 16:39:00,2009,12,4,16,Fri,431
2009-12-04 16:45:00,2009,12,4,16,Fri,432
2009-12-04 16:51:00,2009,12,4,16,Fri,433
2009-12-04 16:52:00,2009,12,4,16,Fri,434
2009-12-04 17:31:00,2009,12,4,17,Fri,435
2009-12-05 10:11:00,2009,12,5,10,Sat,436
2009-12-05 10:25:00,2009,12,5,10,Sat,437
2009-12-05 10:27:00,2009,12,5,10,Sat,438
2009-12-05 10:31:00,2009,12,5,10,Sat,439
2009-12-05 10:44:00,2009,12,5,10,Sat,440
2009-12-05 10:58:00,2009,12,5,10,Sat,441
2009-12-05 11:19:00,2009,12,5,11,Sat,442
2009-12-05 12:01:00,2009,12,5,12,Sat,443
2009-12-05 12:02:00,2009,12,5,12,Sat,444
2009-12-05 12:13:00,2009,12,5,12,Sat,445
2009-12-05 12:28:00,2009,12,5,12,Sat,446
2009-12-05 12:36:00,2009,12,5,12,Sat,447
2009-12-05 12:42:00,2009,12,5,12,Sat,448
2009-12-05 13:12:00,2009,12,5,13,Sat,449
2009-12-05 13:13:00,2009,12,5,13,Sat,450
2009-12-05 13:17:00,2009,12,5,13,Sat,451
2009-12-05 13:26:00,2009,12,5,13,Sat,452
2009-12-05 13:29:00,2009,12,5,13,Sat,453
2009-12-05 13:32:00,2009,12,5,13,Sat,454
2009-12-05 13:37:00,2009,12,5,13,Sat,455
2009-12-05 14:51:00,2009,12,5,14,Sat,456
2009-12-05 14:57:00,2009,12,5,14,Sat,457
2009-12-05 14:59:00,2009,12,5,14,Sat,458
2009-12-05 15:00:00,2009,12,5,15,Sat,459
2009-12-05 15:18:00,2009,12,5,15,Sat,460
2009-12-05 15:26:00,2009,12,5,15,Sat,461
2009-12-05 15:27:00,2009,12,5,15,Sat,462
2009-12-05 15:47:00,2009,12,5,15,Sat,463
2009-12-05 16:01:00,2009,12,5,16,Sat,464
2009-12-06 10:16:00,2009,12,6,10,Sun,465
2009-12-06 10:26:00,2009,12,6,10,Sun,466
2009-12-06 10:30:00,2009,12,6,10,Sun,467
2009-12-06 10:37:00,2009,12,6,10,Sun,468
2009-12-06 10:38:00,2009,12,6,10,Sun,469
2009-12-06 10:41:00,2009,12,6,10,Sun,470
2009-12-06 10:51:00,2009,12,6,10,Sun,471
2009-12-06 10:57:00,2009,12,6,10,Sun,472
2009-12-06 11:13:00,2009,12,6,11,Sun,473
2009-12-06 11:27:00,2009,12,6,11,Sun,474
2009-12-06 11:33:00,2009,12,6,11,Sun,475
2009-12-06 11:45:00,2009,12,6,11,Sun,476
2009-12-06 11:57:00,2009,12,6,11,Sun,477
2009-12-06 11:58:00,2009,12,6,11,Sun,478
2009-12-06 12:06:00,2009,12,6,12,Sun,479
2009-12-06 12:07:00,2009,12,6,12,Sun,480
2009-12-06 12:09:00,2009,12,6,12,Sun,481
2009-12-06 12:10:00,2009,12,6,12,Sun,482
2009-12-06 12:14:00,2009,12,6,12,Sun,483
2009-12-06 12:16:00,2009,12,6,12,Sun,484
2009-12-06 12:17:00,2009,12,6,12,Sun,485
2009-12-06 12:21:00,2009,12,6,12,Sun,486
2009-12-06 12:23:00,2009,12,6,12,Sun,487
2009-12-06 12:26:00,2009,12,6,12,Sun,488
2009-12-06 12:28:00,2009,12,6,12,Sun,489
2009-12-06 12:31:00,2009,12,6,12,Sun,490
2009-12-06 12:34:00,2009,12,6,12,Sun,491
2009-12-06 12:41:00,2009,12,6,12,Sun,492
2009-12-06 12:42:00,2009,12,6,12,Sun,493
2009-12-06 12:46:00,2009,12,6,12,Sun,494
2009-12-06 12:51:00,2009,12,6,12,Sun,495
2009-12-06 12:52:00,2009,12,6,12,Sun,496
2009-12-06 12:53:00,2009,12,6,12,Sun,497
2009-12-06 12:56:00,2009,12,6,12,Sun,498
